src,sep,dst,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
71.126.222.64:63978,<->,212.204.87.232:filenet-nch,2,96,0,0,2,96,0.398893000,0.0079
71.126.222.64:44300,<->,37.106.161.12:22885,2,96,0,0,2,96,0.398714000,0.0185
71.126.222.64:11132,<->,130.253.23.126:10439,2,96,0,0,2,96,0.398440000,0.0067
71.126.222.64:47068,<->,214.178.181.5:5204,2,96,0,0,2,96,0.398320000,0.0062
167.71.170.177:62690,<->,71.126.222.64:43286,0,0,2,96,2,96,0.397150000,0.0120
71.126.222.64:43286,<->,215.81.245.72:40984,2,96,0,0,2,96,0.396765000,0.0069
71.126.222.64:32695,<->,196.113.124.142:26301,2,96,0,0,2,96,0.396303000,0.0145
41.185.40.26:ezmeeting-2,<->,71.126.222.64:cequint-cityid,0,0,2,96,2,96,0.395445000,0.0151
41.185.40.26:10069,<->,71.126.222.64:cequint-cityid,0,0,2,96,2,96,0.393344000,0.0003
71.126.222.64:32468,<->,130.119.197.157:28881,2,96,0,0,2,96,0.388536000,0.0103
209.247.197.87:55066,<->,71.126.222.64:29772,0,0,2,96,2,96,0.388082000,0.0102
215.64.43.230:61922,<->,71.126.222.64:32466,0,0,2,96,2,96,0.386250000,0.0055
196.210.182.46:20393,<->,71.126.222.64:14356,0,0,2,96,2,96,0.384847000,0.0251
197.208.124.44:24469,<->,71.126.222.64:8174,0,0,2,96,2,96,0.384465000,0.0106
197.130.44.129:6261,<->,71.126.222.64:prm-sm-np,0,0,2,96,2,96,0.381539000,0.0115
167.236.109.8:29440,<->,71.126.222.64:24530,0,0,2,96,2,96,0.379243000,0.0097
36.77.50.254:56290,<->,71.126.222.64:spsc,0,0,2,96,2,96,0.377166000,0.0107
167.46.3.209:18938,<->,71.126.222.64:6372,0,0,2,96,2,96,0.375793000,0.0076
250.254.109.96:14753,<->,71.126.222.64:x11,0,0,2,96,2,96,0.374561000,0.0062
202.145.91.226:50270,<->,71.126.222.64:11640,0,0,2,96,2,96,0.374540000,0.0099
71.126.222.64:53181,<->,58.201.177.243:35138,2,96,0,0,2,96,0.374502000,0.0082
71.126.222.64:48976,<->,208.119.226.72:40873,2,96,0,0,2,96,0.372022000,0.0086
208.117.40.180:44463,<->,71.126.222.64:11151,0,0,2,96,2,96,0.371871000,0.0284
73.52.179.129:50149,<->,71.126.222.64:37065,0,0,2,96,2,96,0.369852000,0.0112
212.2.46.20:59913,<->,71.126.222.64:36104,0,0,2,96,2,96,0.369567000,0.0101
217.238.32.123:53258,<->,71.126.222.64:15076,0,0,2,96,2,96,0.368415000,0.0151
192.186.193.33:55613,<->,71.126.222.64:31086,0,0,2,96,2,96,0.368299000,0.0102
219.75.201.72:7526,<->,71.126.222.64:accelenet,0,0,2,96,2,96,0.367537000,0.0090
196.210.182.46:20346,<->,71.126.222.64:14356,0,0,2,96,2,96,0.364898000,0.0155
71.126.222.64:48976,<->,194.206.27.219:18247,2,96,0,0,2,96,0.356820000,0.0080
204.54.196.69:61632,<->,71.126.222.64:36447,0,0,2,96,2,96,0.350627000,0.0123
58.223.49.181:52267,<->,71.126.222.64:11516,0,0,2,96,2,96,0.347830000,0.0104
208.117.40.180:44432,<->,71.126.222.64:11151,0,0,2,96,2,96,0.344025000,0.0079
71.126.222.64:46386,<->,214.130.24.69:7257,2,96,0,0,2,96,0.343766000,0.0032
71.126.222.64:45890,<->,193.137.149.18:sunscalar-svc,2,96,0,0,2,96,0.342859000,0.0080
71.126.222.64:43159,<->,219.237.169.208:6987,2,96,0,0,2,96,0.340279000,0.0112
167.46.3.209:18906,<->,71.126.222.64:6372,0,0,2,96,2,96,0.339746000,0.0136
57.222.217.116:64685,<->,71.126.222.64:43183,0,0,2,96,2,96,0.334854000,0.0144
215.73.249.204:39844,<->,71.126.222.64:39409,0,0,2,96,2,96,0.334675000,0.0111
195.53.240.87:62977,<->,71.126.222.64:49858,0,0,2,96,2,96,0.331637000,0.0083
71.126.222.64:32466,<->,213.148.18.12:7110,2,96,0,0,2,96,0.331472000,0.0088
52.115.91.169:65417,<->,71.126.222.64:59709,0,0,2,96,2,96,0.330871000,0.0041
71.126.222.64:36104,<->,210.63.140.29:33164,2,96,0,0,2,96,0.329359000,0.0045
71.126.222.64:43286,<->,215.81.245.72:40907,2,96,0,0,2,96,0.328835000,0.0206
45.9.190.227:47231,<->,71.126.222.64:32985,0,0,2,96,2,96,0.328585000,0.0091
192.50.5.194:62815,<->,71.126.222.64:11151,0,0,2,96,2,96,0.328090000,0.0095
216.148.157.90:48691,<->,71.126.222.64:44420,0,0,2,96,2,96,0.327018000,0.0115
71.126.222.64:13727,<->,197.179.135.231:dxmessagebase1,2,96,0,0,2,96,0.326712000,0.0002
214.231.96.0:64706,<->,71.126.222.64:42453,0,0,2,96,2,96,0.323635000,0.0120
215.64.43.230:61843,<->,71.126.222.64:32466,0,0,2,96,2,96,0.322791000,0.0055
196.86.142.179:45053,<->,71.126.222.64:19012,0,0,2,96,2,96,0.318874000,0.0041
192.81.205.160:50261,<->,71.126.222.64:37528,0,0,2,96,2,96,0.314743000,0.0108
40.117.181.21:32279,<->,71.126.222.64:virtualtape,0,0,2,96,2,96,0.313829000,0.0143
71.126.222.64:60552,<->,199.219.164.26:6896,2,96,0,0,2,96,0.313800000,0.0013
71.126.222.64:47068,<->,212.211.253.227:5214,2,96,0,0,2,96,0.312211000,0.0040
212.2.46.20:64821,<->,71.126.222.64:36104,0,0,2,96,2,96,0.311992000,0.0115
71.126.222.64:45890,<->,193.137.149.18:optika-emedia,2,96,0,0,2,96,0.311920000,0.0079
71.126.222.64:63510,<->,213.114.130.4:42057,2,96,0,0,2,96,0.310881000,0.0135
130.119.190.246:50905,<->,71.126.222.64:17547,0,0,2,96,2,96,0.308239000,0.0100
71.126.222.64:63888,<->,133.85.232.42:14955,2,96,0,0,2,96,0.307748000,0.0096
71.126.222.64:43211,<->,217.60.73.182:notify-srvr,2,96,0,0,2,96,0.302985000,0.0096
209.247.101.83:40863,<->,71.126.222.64:19849,0,0,2,96,2,96,0.298340000,0.0107
71.126.222.64:43159,<->,219.237.169.208:6940,2,96,0,0,2,96,0.295003000,0.0101
71.126.222.64:47068,<->,212.211.253.227:scte104,2,96,0,0,2,96,0.293315000,0.0045
71.126.222.64:62524,<->,192.173.201.75:17654,2,96,0,0,2,96,0.291268000,0.0115
71.126.222.64:47784,<->,45.57.120.206:7353,2,96,0,0,2,96,0.290452000,0.0108
198.83.232.76:59923,<->,71.126.222.64:38407,0,0,2,96,2,96,0.290260000,0.0078
71.126.222.64:22224,<->,195.194.8.167:15606,2,96,0,0,2,96,0.286730000,0.0238
130.119.190.246:56923,<->,71.126.222.64:17547,0,0,2,96,2,96,0.286275000,0.0000
192.1.206.217:56868,<->,71.126.222.64:22224,0,0,2,96,2,96,0.282333000,0.0117
199.193.207.152:50246,<->,71.126.222.64:6372,0,0,2,96,2,96,0.280684000,0.0163
53.27.233.250:54595,<->,71.126.222.64:5652,0,0,2,96,2,96,0.280604000,0.0084
212.146.5.62:57190,<->,71.126.222.64:43943,0,0,2,96,2,96,0.279936000,0.0124
203.223.34.138:62549,<->,71.126.222.64:60204,0,0,2,96,2,96,0.277384000,0.0103
71.126.222.64:47784,<->,199.58.222.201:42521,2,96,0,0,2,96,0.275910000,0.0114
193.30.62.123:62750,<->,71.126.222.64:41265,0,0,2,96,2,96,0.273145000,0.0159
73.52.179.129:50142,<->,71.126.222.64:37065,0,0,2,96,2,96,0.273028000,0.0106
209.241.99.58:59481,<->,71.126.222.64:eba,0,0,2,96,2,96,0.266338000,0.0000
209.241.99.58:51471,<->,71.126.222.64:13023,0,0,2,96,2,96,0.266149000,0.0000
209.241.99.58:55358,<->,71.126.222.64:13023,0,0,2,96,2,96,0.265330000,0.0000
209.241.99.58:58293,<->,71.126.222.64:eba,0,0,2,96,2,96,0.264838000,0.0010
214.132.221.130:47434,<->,71.126.222.64:9529,0,0,2,96,2,96,0.264597000,0.0286
71.126.222.64:32466,<->,213.148.18.12:7047,2,96,0,0,2,96,0.264410000,0.0122
71.126.222.64:npp,<->,97.191.83.133:dcsoftware,2,96,0,0,2,96,0.264245000,0.0082
71.126.222.64:43211,<->,212.71.216.174:remote-winsock,2,96,0,0,2,96,0.262032000,0.0116
71.126.222.64:43943,<->,63.126.164.3:9838,2,96,0,0,2,96,0.259285000,0.0101
214.136.169.42:64607,<->,71.126.222.64:5652,0,0,2,96,2,96,0.257606000,0.0084
167.71.170.177:62681,<->,71.126.222.64:43286,0,0,2,96,2,96,0.256916000,0.0133
71.126.222.64:50330,<->,212.73.135.198:21929,2,96,0,0,2,96,0.256173000,0.0099
167.78.136.112:9229,<->,71.126.222.64:6372,0,0,2,96,2,96,0.254324000,0.0097
71.126.222.64:26974,<->,192.143.102.116:9095,2,96,0,0,2,96,0.252868000,0.0086
211.186.118.80:64529,<->,71.126.222.64:spsc,0,0,2,96,2,96,0.252770000,0.0086
211.104.205.232:43884,<->,71.126.222.64:8174,0,0,2,96,2,96,0.249671000,0.0000
71.126.222.64:32468,<->,130.119.197.157:28741,2,96,0,0,2,96,0.249140000,0.0091
71.126.222.64:62524,<->,192.173.201.75:17607,2,96,0,0,2,96,0.249109000,0.0101
71.126.222.64:45890,<->,193.137.149.18:cft-5,2,96,0,0,2,96,0.247692000,0.0081
197.208.124.44:24329,<->,71.126.222.64:8174,0,0,2,96,2,96,0.244735000,0.0108
71.126.222.64:36104,<->,210.63.140.29:33102,2,96,0,0,2,96,0.243021000,0.0000
37.231.112.17:55483,<->,71.126.222.64:54300,0,0,2,96,2,96,0.242892000,0.0111
36.228.252.176:46620,<->,71.126.222.64:44300,0,0,2,96,2,96,0.241239000,0.0126
216.148.157.90:48581,<->,71.126.222.64:44420,0,0,2,96,2,96,0.240725000,0.0031
192.1.206.217:56821,<->,71.126.222.64:22224,0,0,2,96,2,96,0.238830000,0.0098
71.126.222.64:32468,<->,212.200.212.201:meregister,2,96,0,0,2,96,0.233676000,0.0054
210.184.198.248:30333,<->,71.126.222.64:15067,0,0,2,96,2,96,0.233293000,0.0173
71.126.222.64:44300,<->,37.106.161.12:22775,2,96,0,0,2,96,0.233000000,0.0132
196.86.142.179:44975,<->,71.126.222.64:19012,0,0,2,96,2,96,0.232528000,0.0157
167.46.3.209:18797,<->,71.126.222.64:6372,0,0,2,96,2,96,0.232064000,0.0097
212.2.46.20:59751,<->,71.126.222.64:36104,0,0,2,96,2,96,0.231869000,0.0113
192.50.5.194:62802,<->,71.126.222.64:11151,0,0,2,96,2,96,0.229708000,0.0097
71.126.222.64:43943,<->,208.176.208.191:7890,2,96,0,0,2,96,0.228454000,0.0122
71.126.222.64:50330,<->,215.94.251.130:9901,2,96,0,0,2,96,0.227760000,0.0108
211.186.118.80:64267,<->,71.126.222.64:spsc,0,0,2,96,2,96,0.226324000,0.0088
71.126.222.64:41195,<->,52.156.249.228:10228,2,96,0,0,2,96,0.224858000,0.0318
196.86.142.179:44944,<->,71.126.222.64:19012,0,0,2,96,2,96,0.222309000,0.0006
71.126.222.64:48976,<->,194.206.27.219:18107,2,96,0,0,2,96,0.220370000,0.0164
71.126.222.64:63978,<->,55.166.114.74:28223,2,96,0,0,2,96,0.218588000,0.0121
71.126.222.64:50330,<->,212.73.135.198:21898,2,96,0,0,2,96,0.218517000,0.0130
197.217.162.134:38179,<->,71.126.222.64:d-fence,0,0,2,96,2,96,0.216765000,0.0103
194.162.37.30:39982,<->,71.126.222.64:13238,0,0,2,96,2,96,0.214552000,0.0057
71.126.222.64:43943,<->,63.126.164.3:9791,2,96,0,0,2,96,0.213948000,0.0108
200.227.110.2:51301,<->,71.126.222.64:16314,0,0,2,96,2,96,0.213080000,0.0000
71.126.222.64:34070,<->,216.156.253.27:7591,2,96,0,0,2,96,0.212526000,0.0164
208.115.86.7:53151,<->,71.126.222.64:8858,0,0,2,96,2,96,0.211660000,0.0082
198.83.232.76:59845,<->,71.126.222.64:38407,0,0,2,96,2,96,0.207845000,0.0219
193.210.144.122:61951,<->,71.126.222.64:32985,0,0,2,96,2,96,0.207436000,0.0241
217.238.32.123:53117,<->,71.126.222.64:15076,0,0,2,96,2,96,0.204774000,0.0095
199.193.207.152:50241,<->,71.126.222.64:6372,0,0,2,96,2,96,0.204561000,0.0163
212.2.46.20:59755,<->,71.126.222.64:36104,0,0,2,96,2,96,0.200539000,0.0083
200.177.18.186:46534,<->,71.126.222.64:accelenet,0,0,2,96,2,96,0.198483000,0.0000
71.126.222.64:46958,<->,203.151.87.229:732,2,96,0,0,2,96,0.190049000,0.0098
192.50.5.194:62794,<->,71.126.222.64:11151,0,0,2,96,2,96,0.189099000,0.0093
71.126.222.64:63282,<->,194.252.73.251:61195,2,96,0,0,2,96,0.186883000,0.0072
71.126.222.64:62524,<->,192.173.201.75:17545,2,96,0,0,2,96,0.185012000,0.0100
71.126.222.64:48976,<->,208.119.226.72:40685,2,96,0,0,2,96,0.184887000,0.0083
71.126.222.64:43943,<->,63.126.164.3:9760,2,96,0,0,2,96,0.180931000,0.0107
197.208.124.44:24266,<->,71.126.222.64:8174,0,0,2,96,2,96,0.179951000,0.0109
199.193.207.152:50239,<->,71.126.222.64:6372,0,0,2,96,2,96,0.174925000,0.0057
199.129.180.200:53480,<->,71.126.222.64:6311,0,0,2,96,2,96,0.172694000,0.0108
52.115.91.169:63421,<->,71.126.222.64:59709,0,0,2,96,2,96,0.170775000,0.0172
71.126.222.64:34070,<->,194.126.183.219:29566,2,96,0,0,2,96,0.169345000,0.3171
71.126.222.64:38667,<->,40.71.25.78:24450,2,96,0,0,2,96,0.168966000,0.0081
39.10.172.60:33621,<->,71.126.222.64:31236,0,0,2,96,2,96,0.167500000,0.0000
71.126.222.64:63888,<->,133.85.232.42:14814,2,96,0,0,2,96,0.167265000,0.0104
215.64.43.230:61625,<->,71.126.222.64:32466,0,0,2,96,2,96,0.166593000,0.0051
71.126.222.64:17547,<->,216.93.18.111:16390,2,96,0,0,2,96,0.165486000,0.0031
250.254.109.96:14550,<->,71.126.222.64:x11,0,0,2,96,2,96,0.165016000,0.0137
57.222.217.116:64103,<->,71.126.222.64:43183,0,0,2,96,2,96,0.163174000,0.0103
203.255.94.150:53453,<->,71.126.222.64:41154,0,0,2,96,2,96,0.162737000,0.0100
39.10.172.60:32785,<->,71.126.222.64:31236,0,0,2,96,2,96,0.162579000,0.0000
71.126.222.64:41713,<->,54.188.5.171:14636,2,96,0,0,2,96,0.160188000,0.0049
195.53.240.87:62805,<->,71.126.222.64:49858,0,0,2,96,2,96,0.157859000,0.0102
192.50.5.194:62790,<->,71.126.222.64:11151,0,0,2,96,2,96,0.155050000,0.0094
213.202.96.51:62629,<->,71.126.222.64:11151,0,0,2,96,2,96,0.154878000,0.0142
71.126.222.64:47592,<->,38.165.190.90:5330,2,96,0,0,2,96,0.152702000,0.0021
214.136.169.42:64600,<->,71.126.222.64:5652,0,0,2,96,2,96,0.149289000,0.0081
71.126.222.64:33048,<->,97.240.233.203:19647,2,96,0,0,2,96,0.149274000,0.0074
71.126.222.64:43969,<->,192.126.192.190:27737,2,96,0,0,2,96,0.148914000,0.0055
250.247.75.14:10234,<->,71.126.222.64:autobuild,0,0,2,96,2,96,0.148576000,0.0131
197.208.124.44:24235,<->,71.126.222.64:8174,0,0,2,96,2,96,0.148192000,0.0102
200.71.186.74:50697,<->,71.126.222.64:49601,0,0,2,96,2,96,0.146967000,0.0098
71.126.222.64:50330,<->,212.73.135.198:21820,2,96,0,0,2,96,0.146077000,0.0060
65.212.95.247:50444,<->,71.126.222.64:20631,0,0,2,96,2,96,0.142966000,0.0126
71.126.222.64:63978,<->,194.161.7.93:39045,2,96,0,0,2,96,0.140762000,0.0107
199.129.180.200:53449,<->,71.126.222.64:6311,0,0,2,96,2,96,0.140129000,0.0128
208.117.40.180:44213,<->,71.126.222.64:11151,0,0,2,96,2,96,0.138381000,0.0086
188.236.80.54:55366,<->,71.126.222.64:48976,0,0,2,96,2,96,0.138094000,0.3297
213.196.36.138:64084,<->,71.126.222.64:13238,0,0,2,96,2,96,0.137940000,0.0140
203.223.34.138:62540,<->,71.126.222.64:60204,0,0,2,96,2,96,0.137615000,0.0109
197.84.248.196:27783,<->,71.126.222.64:18660,0,0,2,96,2,96,0.136833000,0.0119
130.119.190.246:53050,<->,71.126.222.64:17547,0,0,2,96,2,96,0.136205000,0.0113
167.82.168.208:41147,<->,71.126.222.64:19202,0,0,2,96,2,96,0.132019000,0.0114
193.210.144.122:61946,<->,71.126.222.64:32985,0,0,2,96,2,96,0.131586000,0.0242
40.0.187.101:51297,<->,71.126.222.64:15486,0,0,2,96,2,96,0.131088000,0.0107
203.255.94.150:53422,<->,71.126.222.64:41154,0,0,2,96,2,96,0.131025000,0.0100
212.219.70.114:64682,<->,71.126.222.64:32442,0,0,2,96,2,96,0.129028000,0.0115
203.188.180.225:pmcdproxy,<->,71.126.222.64:13238,0,0,2,96,2,96,0.127246000,0.0072
71.126.222.64:43286,<->,215.81.245.72:40707,2,96,0,0,2,96,0.126506000,0.0113
195.17.100.204:41048,<->,71.126.222.64:6097,0,0,2,96,2,96,0.126129000,0.0197
209.247.101.83:40691,<->,71.126.222.64:19849,0,0,2,96,2,96,0.123980000,0.0090
71.126.222.64:43059,<->,54.100.200.28:15612,2,96,0,0,2,96,0.123145000,0.0002
71.126.222.64:43969,<->,192.126.192.190:27705,2,96,0,0,2,96,0.121122000,0.0165
71.126.222.64:62524,<->,192.173.201.75:17482,2,96,0,0,2,96,0.120840000,0.0121
192.81.205.160:50250,<->,71.126.222.64:37528,0,0,2,96,2,96,0.119972000,0.0112
71.126.222.64:44833,<->,196.103.220.178:22872,2,96,0,0,2,96,0.119260000,0.0002
212.80.220.218:49457,<->,71.126.222.64:magaya-network,0,0,2,96,2,96,0.118848000,0.0073
71.126.222.64:60552,<->,199.219.164.26:vfbp,2,96,0,0,2,96,0.111792000,0.0010
71.126.222.64:48976,<->,208.119.226.72:40607,2,96,0,0,2,96,0.110793000,0.0077
71.126.222.64:46386,<->,198.175.154.239:29117,2,96,0,0,2,96,0.107939000,0.0019
71.126.222.64:63282,<->,194.252.73.251:61117,2,96,0,0,2,96,0.107863000,0.0116
212.214.231.133:39115,<->,71.126.222.64:29775,0,0,2,96,2,96,0.105935000,0.0104
199.193.207.152:50234,<->,71.126.222.64:6372,0,0,2,96,2,96,0.105745000,0.0065
197.208.124.44:24188,<->,71.126.222.64:8174,0,0,2,96,2,96,0.104989000,0.0105
71.126.222.64:48976,<->,215.199.159.193:46361,2,96,0,0,2,96,0.104235000,0.0090
198.83.232.76:59736,<->,71.126.222.64:38407,0,0,2,96,2,96,0.104181000,0.0118
71.126.222.64:38667,<->,40.71.25.78:24372,2,96,0,0,2,96,0.102663000,0.0088
71.126.222.64:44300,<->,37.106.161.12:22088,2,96,0,0,2,96,0.098835000,0.0136
71.126.222.64:63978,<->,212.204.87.232:32489,2,96,0,0,2,96,0.093978000,0.0079
211.129.121.210:34638,<->,71.126.222.64:21795,0,0,2,96,2,96,0.093343000,0.0103
71.126.222.64:34070,<->,194.126.183.219:29488,2,96,0,0,2,96,0.088338000,0.0102
57.222.217.116:58121,<->,71.126.222.64:43183,0,0,2,96,2,96,0.088144000,0.0107
71.126.222.64:46386,<->,214.130.24.69:7085,2,96,0,0,2,96,0.087970000,0.0108
71.126.222.64:36104,<->,210.63.140.29:32914,2,96,0,0,2,96,0.084090000,0.0047
71.126.222.64:62524,<->,192.173.201.75:17435,2,96,0,0,2,96,0.082766000,0.0082
71.126.222.64:63978,<->,212.204.87.232:32457,2,96,0,0,2,96,0.077797000,0.0056
71.126.222.64:41713,<->,54.188.5.171:14558,2,96,0,0,2,96,0.077628000,0.0053
71.126.222.64:36783,<->,167.137.236.138:33868,2,96,0,0,2,96,0.075953000,0.0095
200.71.186.74:50692,<->,71.126.222.64:49601,0,0,2,96,2,96,0.075186000,0.0092
71.126.222.64:63282,<->,194.252.73.251:61086,2,96,0,0,2,96,0.074083000,0.0118
193.210.144.122:61942,<->,71.126.222.64:32985,0,0,2,96,2,96,0.071957000,0.0075
130.119.190.246:55433,<->,71.126.222.64:17547,0,0,2,96,2,96,0.071207000,0.0098
71.126.222.64:43969,<->,192.126.192.190:27674,2,96,0,0,2,96,0.070295000,0.0245
71.126.222.64:48976,<->,215.199.159.193:46330,2,96,0,0,2,96,0.069952000,0.0118
98.228.36.244:58914,<->,71.126.222.64:18761,0,0,2,96,2,96,0.067429000,0.0067
202.117.42.95:63126,<->,71.126.222.64:44833,0,0,2,96,2,96,0.066117000,0.0107
192.79.113.250:11558,<->,71.126.222.64:magaya-network,0,0,2,96,2,96,0.063817000,0.0128
197.84.248.196:27705,<->,71.126.222.64:18660,0,0,2,96,2,96,0.062941000,0.0094
