196.86.142.179,<->,71.126.222.64,0,0,20,960,20,960,0.023810000,0.4097
254.30.161.241,<->,71.126.222.64,0,0,20,960,20,960,0.023688000,0.4721
199.193.207.152,<->,71.126.222.64,0,0,20,960,20,960,0.021884000,0.4743
71.126.222.64,<->,52.128.227.82,20,960,0,0,20,960,0.015477000,0.4913
197.208.124.44,<->,71.126.222.64,0,0,20,960,20,960,0.008824000,0.4828
133.85.232.42,<->,71.126.222.64,0,0,20,960,20,960,0.006743000,0.4506
212.2.46.20,<->,71.126.222.64,0,0,20,960,20,960,0.003618000,0.4538
195.142.7.233,<->,71.126.222.64,0,0,20,960,20,960,0.003450000,0.4718
216.156.253.27,<->,71.126.222.64,0,0,20,960,20,960,0.002285000,0.4819
130.119.197.157,<->,71.126.222.64,0,0,20,960,20,960,0.000557000,0.4928
71.126.222.64,<->,52.81.140.239,19,912,0,0,19,912,0.091928000,0.4118
215.121.190.85,<->,71.126.222.64,0,0,19,912,19,912,0.076897000,0.4151
204.54.196.69,<->,71.126.222.64,0,0,19,912,19,912,0.062609000,0.4489
200.71.186.74,<->,71.126.222.64,0,0,19,912,19,912,0.037136000,0.4283
198.132.142.218,<->,71.126.222.64,0,0,19,912,19,912,0.028374000,0.4799
193.210.83.131,<->,71.126.222.64,0,0,19,912,19,912,0.025612000,0.4099
212.80.220.218,<->,71.126.222.64,0,0,19,912,19,912,0.025417000,0.4772
71.126.222.64,<->,40.71.25.78,19,912,0,0,19,912,0.021626000,0.4923
250.254.109.96,<->,71.126.222.64,0,0,19,912,19,912,0.020442000,0.4466
217.243.28.63,<->,71.126.222.64,0,0,19,912,19,912,0.018315000,0.4825
73.52.179.129,<->,71.126.222.64,0,0,19,912,19,912,0.015275000,0.4939
199.129.180.200,<->,71.126.222.64,0,0,19,912,19,912,0.012306000,0.4834
214.145.234.105,<->,71.126.222.64,0,0,19,912,19,912,0.010760000,0.4094
202.117.42.95,<->,71.126.222.64,0,0,19,912,19,912,0.010128000,0.4857
212.134.193.249,<->,71.126.222.64,0,0,19,912,19,912,0.009949000,0.4549
215.197.222.211,<->,71.126.222.64,0,0,19,912,19,912,0.008568000,0.4989
197.84.248.196,<->,71.126.222.64,0,0,19,912,19,912,0.007845000,0.4734
167.78.136.112,<->,71.126.222.64,0,0,19,912,19,912,0.006552000,0.5034
199.58.222.201,<->,71.126.222.64,0,0,19,912,19,912,0.004923000,0.4636
71.126.222.64,<->,53.27.233.250,19,912,0,0,19,912,0.004571000,0.4907
193.137.149.18,<->,71.126.222.64,0,0,19,912,19,912,0.001752000,0.5031
198.214.40.84,<->,71.126.222.64,0,0,18,864,18,864,0.199324000,0.2568
216.148.157.90,<->,71.126.222.64,0,0,18,864,18,864,0.174238000,0.3251
209.226.148.241,<->,71.126.222.64,0,0,18,864,18,864,0.098520000,0.3844
229.53.249.35,<->,71.126.222.64,0,0,18,864,18,864,0.085642000,0.4062
216.165.225.74,<->,71.126.222.64,0,0,18,864,18,864,0.073433000,0.4251
216.155.157.238,<->,71.126.222.64,0,0,18,864,18,864,0.057879000,0.4437
212.71.216.174,<->,71.126.222.64,0,0,18,864,18,864,0.057388000,0.4117
211.4.248.153,<->,71.126.222.64,0,0,18,864,18,864,0.055753000,0.4504
195.88.16.202,<->,71.126.222.64,0,0,18,864,18,864,0.055623000,0.4338
215.199.159.193,<->,71.126.222.64,0,0,18,864,18,864,0.054061000,0.4592
194.160.154.72,<->,71.126.222.64,0,0,18,864,18,864,0.053552000,0.4374
209.184.13.161,<->,71.126.222.64,0,0,18,864,18,864,0.051595000,0.4451
208.117.40.180,<->,71.126.222.64,0,0,18,864,18,864,0.042228000,0.4389
130.59.172.64,<->,71.126.222.64,0,0,18,864,18,864,0.034101000,0.4798
214.136.169.42,<->,71.126.222.64,0,0,18,864,18,864,0.033405000,0.4651
199.219.164.26,<->,71.126.222.64,0,0,18,864,18,864,0.026719000,0.4541
202.145.91.226,<->,71.126.222.64,0,0,18,864,18,864,0.019202000,0.4395
215.94.251.130,<->,71.126.222.64,0,0,18,864,18,864,0.015774000,0.4944
71.126.222.64,<->,38.174.166.55,18,864,0,0,18,864,0.013445000,0.4998
208.115.86.7,<->,71.126.222.64,0,0,18,864,18,864,0.012855000,0.4470
210.184.198.248,<->,71.126.222.64,0,0,18,864,18,864,0.009968000,0.5035
194.252.73.251,<->,71.126.222.64,0,0,18,864,18,864,0.009360000,0.4051
197.217.162.134,<->,71.126.222.64,0,0,18,864,18,864,0.005847000,0.4705
199.249.119.103,<->,71.126.222.64,0,0,18,864,18,864,0.005531000,0.4801
203.211.80.118,<->,71.126.222.64,0,0,18,864,18,864,0.003865000,0.4669
196.113.124.142,<->,71.126.222.64,0,0,18,864,18,864,0.002965000,0.5087
80.57.178.202,<->,71.126.222.64,0,0,17,816,17,816,0.119837000,0.3900
212.219.70.114,<->,71.126.222.64,0,0,17,816,17,816,0.104914000,0.3989
71.126.222.64,<->,37.231.112.17,17,816,0,0,17,816,0.092891000,0.4109
71.126.222.64,<->,34.242.69.98,17,816,0,0,17,816,0.075819000,0.4294
216.141.180.126,<->,71.126.222.64,0,0,17,816,17,816,0.069418000,0.4204
212.211.253.227,<->,71.126.222.64,0,0,17,816,17,816,0.061585000,0.4237
130.179.199.163,<->,71.126.222.64,0,0,17,816,17,816,0.042955000,0.4537
71.126.222.64,<->,61.189.24.19,17,816,0,0,17,816,0.040843000,0.4665
71.126.222.64,<->,38.174.223.234,17,816,0,0,17,816,0.034809000,0.4059
192.15.103.194,<->,71.126.222.64,0,0,17,816,17,816,0.034803000,0.4087
194.206.227.204,<->,71.126.222.64,0,0,17,816,17,816,0.033563000,0.4599
213.196.36.138,<->,71.126.222.64,0,0,17,816,17,816,0.032271000,0.4522
203.255.94.150,<->,71.126.222.64,0,0,17,816,17,816,0.030390000,0.4835
210.63.140.29,<->,71.126.222.64,0,0,17,816,17,816,0.029430000,0.3795
213.215.166.253,<->,71.126.222.64,0,0,17,816,17,816,0.025516000,0.4698
192.81.205.160,<->,71.126.222.64,0,0,17,816,17,816,0.022891000,0.4433
206.150.119.21,<->,71.126.222.64,0,0,17,816,17,816,0.022451000,0.4793
167.40.87.201,<->,71.126.222.64,0,0,17,816,17,816,0.011597000,0.4519
192.153.16.160,<->,71.126.222.64,0,0,17,816,17,816,0.011222000,0.5028
200.177.18.186,<->,71.126.222.64,0,0,17,816,17,816,0.010527000,0.5044
194.161.49.241,<->,71.126.222.64,0,0,17,816,17,816,0.009455000,0.5020
200.227.110.2,<->,71.126.222.64,0,0,17,816,17,816,0.008215000,0.4248
195.53.240.87,<->,71.126.222.64,0,0,17,816,17,816,0.007820000,0.4956
177.137.12.25,<->,71.126.222.64,0,0,17,816,17,816,0.006902000,0.4882
203.171.154.231,<->,71.126.222.64,0,0,17,816,17,816,0.006641000,0.4690
255.3.231.160,<->,71.126.222.64,0,0,17,816,17,816,0.005750000,0.5001
192.1.206.217,<->,71.126.222.64,0,0,17,816,17,816,0.005294000,0.4715
210.114.74.243,<->,71.126.222.64,0,0,17,816,17,816,0.004528000,0.4687
196.197.162.234,<->,71.126.222.64,0,0,17,816,17,816,0.002177000,0.4910
195.194.172.170,<->,71.126.222.64,0,0,17,816,17,816,0.001489000,0.4416
212.73.135.198,<->,71.126.222.64,0,0,17,816,17,816,0.000642000,0.5101
71.126.222.64,<->,58.223.211.194,16,768,0,0,16,768,0.210729000,0.2580
196.185.218.92,<->,71.126.222.64,0,0,16,768,16,768,0.128356000,0.3839
195.194.8.167,<->,71.126.222.64,0,0,16,768,16,768,0.087381000,0.4196
91.169.36.65,<->,71.126.222.64,0,0,16,768,16,768,0.069552000,0.3854
214.178.181.5,<->,71.126.222.64,0,0,16,768,16,768,0.066598000,0.4135
213.114.130.4,<->,71.126.222.64,0,0,16,768,16,768,0.063497000,0.4450
214.181.180.42,<->,71.126.222.64,0,0,16,768,16,768,0.059067000,0.4545
208.66.42.55,<->,71.126.222.64,0,0,16,768,16,768,0.050302000,0.4301
71.126.222.64,<->,40.0.187.101,16,768,0,0,16,768,0.044477000,0.4412
71.126.222.64,<->,37.106.161.12,16,768,0,0,16,768,0.032619000,0.4518
196.202.175.167,<->,71.126.222.64,0,0,16,768,16,768,0.024077000,0.4839
192.153.200.55,<->,71.126.222.64,0,0,16,768,16,768,0.020153000,0.4761
192.58.203.201,<->,71.126.222.64,0,0,16,768,16,768,0.019064000,0.4799
216.156.97.211,<->,71.126.222.64,0,0,16,768,16,768,0.018546000,0.4800
129.211.53.185,<->,71.126.222.64,0,0,16,768,16,768,0.018374000,0.4846
71.126.222.64,<->,55.212.66.240,16,768,0,0,16,768,0.018239000,0.4811
192.143.102.116,<->,71.126.222.64,0,0,16,768,16,768,0.016284000,0.4939
219.75.143.243,<->,71.126.222.64,0,0,16,768,16,768,0.013163000,0.4613
71.126.222.64,<->,40.117.181.21,16,768,0,0,16,768,0.009847000,0.4999
196.120.240.97,<->,71.126.222.64,0,0,16,768,16,768,0.009330000,0.4838
167.71.170.177,<->,71.126.222.64,0,0,16,768,16,768,0.009317000,0.4957
212.146.5.62,<->,71.126.222.64,0,0,16,768,16,768,0.009025000,0.5050
213.204.2.229,<->,71.126.222.64,0,0,16,768,16,768,0.008866000,0.5056
250.242.57.128,<->,71.126.222.64,0,0,16,768,16,768,0.007032000,0.4835
130.253.23.126,<->,71.126.222.64,0,0,16,768,16,768,0.005369000,0.4516
98.228.36.244,<->,71.126.222.64,0,0,16,768,16,768,0.004943000,0.5093
210.185.169.79,<->,71.126.222.64,0,0,16,768,16,768,0.004536000,0.5049
193.11.28.37,<->,71.126.222.64,0,0,16,768,16,768,0.003001000,0.5000
167.78.201.28,<->,71.126.222.64,0,0,16,768,16,768,0.002898000,0.4909
188.236.80.54,<->,71.126.222.64,0,0,16,768,16,768,0.002761000,0.4650
167.110.194.245,<->,71.126.222.64,0,0,15,720,15,720,0.248989000,0.2443
193.14.135.57,<->,71.126.222.64,0,0,15,720,15,720,0.075938000,0.4079
249.10.253.201,<->,71.126.222.64,0,0,15,720,15,720,0.049715000,0.3786
209.248.132.201,<->,71.126.222.64,0,0,15,720,15,720,0.047711000,0.4503
249.149.122.64,<->,71.126.222.64,0,0,15,720,15,720,0.042755000,0.4057
216.3.111.236,<->,71.126.222.64,0,0,15,720,15,720,0.041118000,0.4596
71.126.222.64,<->,53.220.83.124,15,720,0,0,15,720,0.040389000,0.4546
195.17.100.204,<->,71.126.222.64,0,0,15,720,15,720,0.040125000,0.4514
212.71.220.100,<->,71.126.222.64,0,0,15,720,15,720,0.038304000,0.4694
129.124.142.208,<->,71.126.222.64,0,0,15,720,15,720,0.031962000,0.4548
214.130.24.69,<->,71.126.222.64,0,0,15,720,15,720,0.023673000,0.4350
198.8.136.91,<->,71.126.222.64,0,0,15,720,15,720,0.023090000,0.3516
195.129.162.40,<->,71.126.222.64,0,0,15,720,15,720,0.021558000,0.4657
71.126.222.64,<->,63.126.164.3,15,720,0,0,15,720,0.021280000,0.4785
197.219.248.121,<->,71.126.222.64,0,0,15,720,15,720,0.017500000,0.4661
218.142.117.9,<->,71.126.222.64,0,0,15,720,15,720,0.012531000,0.4143
214.29.137.38,<->,71.126.222.64,0,0,15,720,15,720,0.010331000,0.4599
198.253.141.185,<->,71.126.222.64,0,0,15,720,15,720,0.010042000,0.4728
204.39.45.17,<->,71.126.222.64,0,0,15,720,15,720,0.008437000,0.4643
98.218.193.30,<->,71.126.222.64,0,0,15,720,15,720,0.007622000,0.4709
153.6.80.209,<->,71.126.222.64,0,0,15,720,15,720,0.007614000,0.4763
200.155.100.216,<->,71.126.222.64,0,0,15,720,15,720,0.007311000,0.4483
153.4.15.217,<->,71.126.222.64,0,0,15,720,15,720,0.007303000,0.4931
200.67.177.219,<->,71.126.222.64,0,0,15,720,15,720,0.006375000,0.4945
214.84.216.64,<->,71.126.222.64,0,0,15,720,15,720,0.004049000,0.4937
195.58.5.16,<->,71.126.222.64,0,0,15,720,15,720,0.003895000,0.4897
71.126.222.64,<->,55.142.39.242,15,720,0,0,15,720,0.003645000,0.4569
133.65.48.92,<->,71.126.222.64,0,0,15,720,15,720,0.000227000,0.4437
71.126.222.64,<->,38.247.135.112,14,672,0,0,14,672,0.109320000,0.3640
207.252.246.238,<->,71.126.222.64,0,0,14,672,14,672,0.082911000,0.4225
167.39.249.131,<->,71.126.222.64,0,0,14,672,14,672,0.078212000,0.4318
212.200.212.201,<->,71.126.222.64,0,0,14,672,14,672,0.074693000,0.3036
198.162.52.121,<->,71.126.222.64,0,0,14,672,14,672,0.074575000,0.3843
219.75.201.72,<->,71.126.222.64,0,0,14,672,14,672,0.043664000,0.4109
167.55.156.195,<->,71.126.222.64,0,0,14,672,14,672,0.035759000,0.3928
167.201.32.217,<->,71.126.222.64,0,0,14,672,14,672,0.035018000,0.4509
195.222.17.245,<->,71.126.222.64,0,0,14,672,14,672,0.031250000,0.4800
211.129.239.171,<->,71.126.222.64,0,0,14,672,14,672,0.029089000,0.4222
71.126.222.64,<->,60.13.50.80,14,672,0,0,14,672,0.027713000,0.4091
200.80.6.224,<->,71.126.222.64,0,0,14,672,14,672,0.022844000,0.4875
192.110.135.252,<->,71.126.222.64,0,0,14,672,14,672,0.022323000,0.4317
198.175.154.239,<->,71.126.222.64,0,0,14,672,14,672,0.021864000,0.4916
211.142.2.249,<->,71.126.222.64,0,0,14,672,14,672,0.021104000,0.4831
71.126.222.64,<->,36.169.115.205,14,672,0,0,14,672,0.020465000,0.4620
203.187.73.147,<->,71.126.222.64,0,0,14,672,14,672,0.018432000,0.4377
209.95.137.231,<->,71.126.222.64,0,0,14,672,14,672,0.015723000,0.4725
192.186.193.33,<->,71.126.222.64,0,0,14,672,14,672,0.015124000,0.4634
211.113.140.207,<->,71.126.222.64,0,0,14,672,14,672,0.013802000,0.4817
212.183.28.210,<->,71.126.222.64,0,0,14,672,14,672,0.013207000,0.3492
196.102.50.54,<->,71.126.222.64,0,0,14,672,14,672,0.012487000,0.4648
167.145.161.13,<->,71.126.222.64,0,0,14,672,14,672,0.010513000,0.4336
192.158.229.222,<->,71.126.222.64,0,0,14,672,14,672,0.006532000,0.4800
203.223.166.208,<->,71.126.222.64,0,0,14,672,14,672,0.006360000,0.4832
202.130.195.157,<->,71.126.222.64,0,0,14,672,14,672,0.006113000,0.5010
203.10.74.140,<->,71.126.222.64,0,0,14,672,14,672,0.005868000,0.4791
210.251.174.207,<->,71.126.222.64,0,0,14,672,14,672,0.004210000,0.4191
208.117.211.224,<->,71.126.222.64,0,0,14,672,14,672,0.003375000,0.4832
213.202.96.51,<->,71.126.222.64,0,0,14,672,14,672,0.003199000,0.5098
200.65.222.135,<->,71.126.222.64,0,0,14,672,14,672,0.003026000,0.4980
213.197.146.114,<->,71.126.222.64,0,0,14,672,14,672,0.002553000,0.4663
195.25.96.197,<->,71.126.222.64,0,0,13,624,13,624,0.168619000,0.3256
200.236.169.197,<->,71.126.222.64,0,0,13,624,13,624,0.093533000,0.4078
192.18.166.108,<->,71.126.222.64,0,0,13,624,13,624,0.088534000,0.4209
212.214.231.133,<->,71.126.222.64,0,0,13,624,13,624,0.058070000,0.3706
167.254.46.79,<->,71.126.222.64,0,0,13,624,13,624,0.052794000,0.3895
192.95.177.55,<->,71.126.222.64,0,0,13,624,13,624,0.048198000,0.3970
193.9.248.184,<->,71.126.222.64,0,0,13,624,13,624,0.034319000,0.4574
71.126.222.64,<->,50.240.87.155,13,624,0,0,13,624,0.028656000,0.4837
215.109.212.167,<->,71.126.222.64,0,0,13,624,13,624,0.027871000,0.4851
71.126.222.64,<->,52.128.169.112,13,624,0,0,13,624,0.025620000,0.4816
200.72.167.141,<->,71.126.222.64,0,0,13,624,13,624,0.025244000,0.4757
71.126.222.64,<->,36.228.252.176,13,624,0,0,13,624,0.021601000,0.4823
212.71.216.61,<->,71.126.222.64,0,0,13,624,13,624,0.020525000,0.4859
167.218.132.215,<->,71.126.222.64,0,0,13,624,13,624,0.016775000,0.4561
71.126.222.64,<->,39.111.84.121,13,624,0,0,13,624,0.015340000,0.4983
214.230.190.16,<->,71.126.222.64,0,0,13,624,13,624,0.014390000,0.4753
71.126.222.64,<->,36.77.50.254,13,624,0,0,13,624,0.011483000,0.4732
71.126.222.64,<->,54.100.200.28,13,624,0,0,13,624,0.008146000,0.4001
192.234.119.8,<->,71.126.222.64,0,0,13,624,13,624,0.003681000,0.4976
71.126.222.64,<->,48.152.31.211,13,624,0,0,13,624,0.003055000,0.4407
71.126.222.64,<->,63.19.166.254,13,624,0,0,13,624,0.002629000,0.4809
215.223.197.245,<->,71.126.222.64,0,0,12,576,12,576,0.121477000,0.3457
98.253.15.67,<->,71.126.222.64,0,0,12,576,12,576,0.120958000,0.2593
208.122.67.245,<->,71.126.222.64,0,0,12,576,12,576,0.106945000,0.4040
218.45.113.52,<->,71.126.222.64,0,0,12,576,12,576,0.103750000,0.4076
193.222.87.134,<->,71.126.222.64,0,0,12,576,12,576,0.088825000,0.3845
192.0.21.10,<->,71.126.222.64,0,0,12,576,12,576,0.082875000,0.4298
195.173.92.147,<->,71.126.222.64,0,0,12,576,12,576,0.078048000,0.4260
196.101.76.119,<->,71.126.222.64,0,0,12,576,12,576,0.074006000,0.4223
71.126.222.64,<->,37.224.102.96,12,576,0,0,12,576,0.068536000,0.3452
97.240.233.203,<->,71.126.222.64,0,0,12,576,12,576,0.063443000,0.4439
216.136.226.67,<->,71.126.222.64,0,0,12,576,12,576,0.061149000,0.4060
208.97.165.197,<->,71.126.222.64,0,0,12,576,12,576,0.059506000,0.4408
71.126.222.64,<->,45.231.135.184,12,576,0,0,12,576,0.058867000,0.4543
216.210.35.14,<->,71.126.222.64,0,0,12,576,12,576,0.058782000,0.4392
209.248.24.133,<->,71.126.222.64,0,0,12,576,12,576,0.055152000,0.4563
193.223.84.21,<->,71.126.222.64,0,0,12,576,12,576,0.052470000,0.3761
215.86.118.218,<->,71.126.222.64,0,0,12,576,12,576,0.050849000,0.3727
211.108.108.160,<->,71.126.222.64,0,0,12,576,12,576,0.049622000,0.4011
230.254.40.230,<->,71.126.222.64,0,0,12,576,12,576,0.046571000,0.4031
205.1.149.150,<->,71.126.222.64,0,0,12,576,12,576,0.045870000,0.2659
71.126.222.64,<->,58.203.95.7,12,576,0,0,12,576,0.043852000,0.4706
200.149.165.219,<->,71.126.222.64,0,0,12,576,12,576,0.041893000,0.4494
203.151.87.229,<->,71.126.222.64,0,0,12,576,12,576,0.040194000,0.4441
212.147.17.118,<->,71.126.222.64,0,0,12,576,12,576,0.037188000,0.0969
71.126.222.64,<->,45.9.190.227,12,576,0,0,12,576,0.035400000,0.4752
167.82.168.208,<->,71.126.222.64,0,0,12,576,12,576,0.029076000,0.4445
199.132.187.180,<->,71.126.222.64,0,0,12,576,12,576,0.026277000,0.4528
216.154.79.219,<->,71.126.222.64,0,0,12,576,12,576,0.025762000,0.4241
200.235.223.213,<->,71.126.222.64,0,0,12,576,12,576,0.021273000,0.4714
194.100.134.236,<->,71.126.222.64,0,0,12,576,12,576,0.019216000,0.4527
98.206.78.205,<->,71.126.222.64,0,0,12,576,12,576,0.018669000,0.4775
71.126.222.64,<->,45.57.120.206,12,576,0,0,12,576,0.010103000,0.4752
196.117.172.80,<->,71.126.222.64,0,0,12,576,12,576,0.008614000,0.4644
97.243.64.253,<->,71.126.222.64,0,0,12,576,12,576,0.005811000,0.4585
200.72.10.14,<->,71.126.222.64,0,0,12,576,12,576,0.005102000,0.4903
71.126.222.64,<->,42.13.208.13,11,528,0,0,11,528,0.104703000,0.3937
211.113.140.196,<->,71.126.222.64,0,0,11,528,11,528,0.090416000,0.2784
71.126.222.64,<->,55.177.90.101,11,528,0,0,11,528,0.082249000,0.2864
167.43.53.208,<->,71.126.222.64,0,0,11,528,11,528,0.078456000,0.3117
194.12.250.232,<->,71.126.222.64,0,0,11,528,11,528,0.071045000,0.4314
195.248.32.74,<->,71.126.222.64,0,0,11,528,11,528,0.062251000,0.4475
200.227.204.138,<->,71.126.222.64,0,0,11,528,11,528,0.062077000,0.4496
193.8.180.234,<->,71.126.222.64,0,0,11,528,11,528,0.061017000,0.4531
195.219.1.215,<->,71.126.222.64,0,0,11,528,11,528,0.053936000,0.4335
97.207.125.233,<->,71.126.222.64,0,0,11,528,11,528,0.050142000,0.4138
214.141.246.136,<->,71.126.222.64,0,0,11,528,11,528,0.048233000,0.4662
207.62.81.248,<->,71.126.222.64,0,0,11,528,11,528,0.035075000,0.3750
195.27.222.103,<->,71.126.222.64,0,0,11,528,11,528,0.033206000,0.4738
255.192.203.192,<->,71.126.222.64,0,0,11,528,11,528,0.027560000,0.4750
200.194.152.141,<->,71.126.222.64,0,0,11,528,11,528,0.026740000,0.4545
195.219.16.6,<->,71.126.222.64,0,0,11,528,11,528,0.025649000,0.4572
214.231.96.0,<->,71.126.222.64,0,0,11,528,11,528,0.020274000,0.4927
200.68.6.169,<->,71.126.222.64,0,0,11,528,11,528,0.018945000,0.4956
208.75.50.71,<->,71.126.222.64,0,0,11,528,11,528,0.018514000,0.4307
216.93.18.111,<->,71.126.222.64,0,0,11,528,11,528,0.013668000,0.4723
177.229.247.161,<->,71.126.222.64,0,0,11,528,11,528,0.012329000,0.5011
205.95.91.51,<->,71.126.222.64,0,0,11,528,11,528,0.011361000,0.2657
195.149.78.209,<->,71.126.222.64,0,0,11,528,11,528,0.010187000,0.4967
71.126.222.64,<->,55.201.125.175,11,528,0,0,11,528,0.006786000,0.5040
71.126.222.64,<->,58.223.49.181,11,528,0,0,11,528,0.005950000,0.4203
203.190.222.34,<->,71.126.222.64,0,0,11,528,11,528,0.005395000,0.4153
197.130.44.129,<->,71.126.222.64,0,0,11,528,11,528,0.005198000,0.4523
71.126.222.64,<->,54.113.154.92,11,528,0,0,11,528,0.001465000,0.5090
209.247.197.87,<->,71.126.222.64,0,0,11,528,11,528,0.001418000,0.4382
213.148.18.12,<->,71.126.222.64,0,0,11,528,11,528,0.001088000,0.3726
194.161.7.93,<->,71.126.222.64,0,0,11,528,11,528,0.000776000,0.4901
208.114.36.45,<->,71.126.222.64,0,0,10,480,10,480,0.205764000,0.2962
215.68.182.133,<->,71.126.222.64,0,0,10,480,10,480,0.148016000,0.3382
71.126.222.64,<->,44.10.123.203,10,480,0,0,10,480,0.100758000,0.3208
196.118.51.16,<->,71.126.222.64,0,0,10,480,10,480,0.097452000,0.3578
251.245.231.86,<->,71.126.222.64,0,0,10,480,10,480,0.076382000,0.4047
