================================================================================
IPv4,Conversations
Filter:tcp.flags.syn==1
,|,<-,|,|,->,|,|,Total,|,Relative,|,Duration,|
,|,Frames,Bytes,|,|,Frames,Bytes,|,|,Frames,Bytes,|,Start,|,|
17.193.242.92,<->,8.220.188.138,0,0,3,192,3,192,0.038445000,1.7121
129.78.112.201,<->,102.45.210.141,3,192,0,0,3,192,0.013342000,0.8389
239.227.73.148,<->,221.102.56.69,3,192,0,0,3,192,0.004504000,0.6473
220.81.19.153,<->,8.55.211.213,2,128,0,0,2,128,1.994127000,0.0042
17.61.4.176,<->,8.52.178.9,0,0,2,112,2,112,1.994085000,0.0026
215.158.239.56,<->,195.4.207.49,2,112,0,0,2,112,1.929232000,0.0389
159.137.223.136,<->,127.197.137.42,2,128,0,0,2,128,1.927931000,0.0214
220.83.96.153,<->,8.55.211.213,2,128,0,0,2,128,1.915677000,0.0393
145.208.183.77,<->,136.25.188.52,0,0,2,112,2,112,1.881451000,0.0022
220.55.95.155,<->,27.49.171.232,2,128,0,0,2,128,1.869831000,0.0456
221.102.143.189,<->,6.228.22.53,0,0,2,128,2,128,1.863876000,0.0038
215.158.238.73,<->,8.255.92.246,2,128,0,0,2,128,1.838598000,0.0051
97.209.105.200,<->,80.40.36.227,0,0,2,112,2,112,1.832974000,0.1058
143.68.138.184,<->,136.25.188.174,0,0,2,112,2,112,1.828493000,0.0251
215.158.239.50,<->,199.32.239.159,2,112,0,0,2,112,1.828100000,0.1527
26.223.52.82,<->,8.220.190.86,0,0,2,112,2,112,1.815161000,0.0021
231.255.222.140,<->,109.1.57.207,0,0,2,112,2,112,1.807969000,0.0199
215.158.239.69,<->,196.0.81.175,2,136,0,0,2,136,1.807129000,0.0085
196.88.152.228,<->,136.25.188.199,0,0,2,112,2,112,1.797017000,0.1841
215.158.239.49,<->,196.90.115.19,2,128,0,0,2,128,1.783044000,0.1197
195.41.245.151,<->,136.25.188.46,0,0,2,112,2,112,1.780815000,0.0495
221.102.56.69,<->,129.1.92.242,0,0,2,128,2,128,1.766548000,0.0003
221.102.56.69,<->,80.40.58.69,0,0,2,128,2,128,1.763329000,0.1456
108.39.30.89,<->,50.224.76.235,0,0,2,112,2,112,1.761040000,0.0031
207.194.67.99,<->,8.182.227.180,0,0,2,112,2,112,1.759207000,0.0010
131.184.59.5,<->,50.224.76.230,0,0,2,128,2,128,1.746891000,0.0009
215.201.26.177,<->,8.182.226.78,0,0,2,112,2,112,1.722526000,0.0012
96.115.136.205,<->,8.52.222.23,0,0,2,112,2,112,1.721918000,0.0018
221.102.56.69,<->,102.81.152.248,0,0,2,128,2,128,1.714350000,0.0157
8.55.211.213,<->,6.72.19.178,0,0,2,128,2,128,1.712358000,0.0080
89.183.104.186,<->,80.93.141.150,2,128,0,0,2,128,1.711866000,0.0000
215.158.239.95,<->,194.237.63.180,2,112,0,0,2,112,1.694769000,0.1475
197.109.192.192,<->,136.25.188.239,0,0,2,112,2,112,1.686679000,0.0601
220.81.14.172,<->,8.45.162.111,2,112,0,0,2,112,1.683790000,0.2506
127.230.110.178,<->,102.51.94.244,0,0,2,112,2,112,1.674848000,0.0005
215.158.239.97,<->,143.99.90.95,2,112,0,0,2,112,1.647983000,0.1810
56.8.55.61,<->,8.183.25.25,0,0,2,128,2,128,1.647150000,0.2115
196.247.48.121,<->,136.25.188.220,0,0,2,128,2,128,1.640780000,0.2807
215.201.227.68,<->,8.182.229.180,0,0,2,128,2,128,1.612679000,0.0033
221.102.56.46,<->,80.40.10.88,0,0,2,128,2,128,1.608865000,0.2941
133.32.39.1,<->,80.47.188.76,2,128,0,0,2,128,1.597931000,0.0010
129.224.112.252,<->,97.242.126.196,2,128,0,0,2,128,1.595933000,0.0060
252.98.139.157,<->,98.231.182.54,2,112,0,0,2,112,1.582038000,0.0131
210.44.4.36,<->,8.220.204.234,0,0,2,128,2,128,1.575258000,0.0007
216.184.1.203,<->,99.74.26.99,0,0,2,128,2,128,1.569360000,0.0308
195.5.39.197,<->,136.25.188.254,0,0,2,112,2,112,1.561746000,0.0002
221.101.9.49,<->,145.185.253.130,2,112,0,0,2,112,1.561023000,0.0007
99.187.125.122,<->,8.20.87.2,0,0,2,128,2,128,1.560965000,0.3766
98.156.225.133,<->,8.182.226.78,0,0,2,112,2,112,1.559490000,0.0083
111.146.215.249,<->,100.226.203.139,2,112,0,0,2,112,1.558672000,0.3637
218.111.161.49,<->,8.220.186.82,0,0,2,128,2,128,1.554400000,0.0608
215.158.239.93,<->,199.20.28.127,2,128,0,0,2,128,1.523348000,0.0618
207.6.93.204,<->,8.220.178.73,0,0,2,112,2,112,1.517057000,0.0005
207.191.212.75,<->,136.25.188.227,0,0,2,136,2,136,1.513976000,0.0154
192.170.179.5,<->,133.32.39.0,0,0,2,128,2,128,1.497887000,0.0002
218.111.223.222,<->,8.220.186.82,0,0,2,128,2,128,1.494535000,0.0958
17.114.65.102,<->,8.220.176.253,0,0,2,112,2,112,1.494000000,0.3203
195.7.64.30,<->,136.25.188.54,0,0,2,112,2,112,1.493665000,0.0102
212.70.99.177,<->,8.220.200.124,0,0,2,112,2,112,1.488240000,0.2286
215.158.239.84,<->,196.90.95.88,2,128,0,0,2,128,1.483059000,0.3998
136.128.35.206,<->,8.176.8.87,0,0,2,128,2,128,1.480153000,0.0000
17.46.87.216,<->,8.53.0.43,0,0,2,112,2,112,1.473035000,0.2218
8.183.24.79,<->,6.245.226.89,2,112,0,0,2,112,1.458121000,0.0089
199.81.38.70,<->,136.25.188.253,0,0,2,112,2,112,1.451416000,0.2191
221.102.56.69,<->,80.41.82.212,0,0,2,128,2,128,1.444908000,0.0481
53.196.208.123,<->,8.228.213.135,0,0,2,112,2,112,1.425441000,0.0758
210.221.107.50,<->,8.37.245.94,2,128,0,0,2,128,1.416608000,0.0304
8.52.179.237,<->,6.231.239.220,2,128,0,0,2,128,1.414047000,0.0081
221.102.56.69,<->,102.83.27.68,0,0,2,128,2,128,1.409231000,0.3439
192.65.64.48,<->,8.55.211.213,2,128,0,0,2,128,1.406632000,0.0001
8.176.8.48,<->,8.33.227.22,2,128,0,0,2,128,1.400493000,0.0000
207.173.191.9,<->,92.27.194.147,0,0,2,128,2,128,1.384934000,0.0099
221.102.56.69,<->,109.1.61.117,0,0,2,128,2,128,1.378606000,0.0002
194.233.171.114,<->,136.25.188.238,0,0,2,128,2,128,1.375762000,0.2821
199.38.38.242,<->,136.25.188.243,0,0,2,104,2,104,1.375455000,0.1320
207.236.166.125,<->,136.25.188.173,0,0,2,112,2,112,1.359412000,0.1526
136.18.231.246,<->,8.182.226.78,0,0,2,128,2,128,1.343352000,0.5787
215.158.239.99,<->,194.237.186.119,2,136,0,0,2,136,1.333906000,0.0048
192.64.248.243,<->,118.50.66.100,2,104,0,0,2,104,1.333549000,0.5902
199.15.152.221,<->,136.25.188.46,0,0,2,136,2,136,1.332830000,0.4300
146.148.96.104,<->,8.252.221.223,0,0,2,120,2,120,1.331547000,0.3685
221.196.123.18,<->,8.52.231.225,0,0,2,136,2,136,1.309508000,0.6704
8.182.230.134,<->,6.133.233.121,2,128,0,0,2,128,1.300557000,0.2440
215.158.239.56,<->,196.168.46.78,2,112,0,0,2,112,1.298790000,0.5295
121.227.17.63,<->,92.27.219.212,0,0,2,112,2,112,1.295009000,0.6572
221.102.56.69,<->,6.74.243.3,0,0,2,128,2,128,1.293570000,0.4795
207.59.187.85,<->,136.25.188.222,0,0,2,112,2,112,1.292967000,0.0004
204.200.37.111,<->,136.25.188.238,0,0,2,128,2,128,1.292821000,0.4663
139.192.40.145,<->,8.52.222.23,0,0,2,128,2,128,1.290860000,0.4609
221.102.56.46,<->,192.64.248.163,0,0,2,128,2,128,1.288682000,0.1622
197.107.15.98,<->,136.25.188.178,0,0,2,136,2,136,1.283341000,0.0019
139.163.34.3,<->,103.0.70.163,2,128,0,0,2,128,1.276868000,0.1779
105.166.131.5,<->,92.27.219.203,0,0,2,104,2,104,1.276846000,0.6393
215.158.239.70,<->,196.91.1.53,2,128,0,0,2,128,1.271004000,0.3798
122.193.57.250,<->,8.52.183.96,0,0,2,136,2,136,1.266494000,0.0047
136.25.188.48,<->,80.57.141.130,2,128,0,0,2,128,1.265947000,0.0292
215.158.239.56,<->,195.55.190.198,2,112,0,0,2,112,1.262448000,0.1091
252.171.236.72,<->,50.224.76.248,0,0,2,128,2,128,1.260199000,0.1870
92.27.27.165,<->,50.235.152.134,2,112,0,0,2,112,1.230959000,0.6924
199.15.152.221,<->,136.25.188.52,0,0,2,136,2,136,1.222449000,0.4299
136.25.188.238,<->,41.60.116.4,2,112,0,0,2,112,1.219297000,0.0012
205.89.36.60,<->,89.183.104.137,0,0,2,104,2,104,1.214362000,0.6451
143.134.33.39,<->,136.25.188.177,0,0,2,112,2,112,1.213324000,0.0358
133.54.43.44,<->,126.82.157.67,2,136,0,0,2,136,1.202280000,0.0010
221.102.56.69,<->,136.181.50.254,0,0,2,128,2,128,1.196486000,0.6320
140.165.140.201,<->,8.252.221.236,0,0,2,112,2,112,1.191758000,0.5661
199.20.31.219,<->,92.27.194.147,0,0,2,128,2,128,1.188700000,0.5647
215.158.239.68,<->,199.20.5.237,2,128,0,0,2,128,1.186662000,0.0000
239.66.46.155,<->,159.137.235.224,0,0,2,128,2,128,1.186659000,0.0028
247.136.212.188,<->,207.77.10.160,2,112,0,0,2,112,1.165564000,0.7510
221.102.56.69,<->,220.81.26.217,0,0,2,128,2,128,1.164032000,0.1819
91.51.152.82,<->,8.53.2.189,0,0,2,128,2,128,1.160045000,0.0037
144.85.170.246,<->,98.87.146.190,2,128,0,0,2,128,1.152194000,0.3051
133.178.226.225,<->,113.24.30.219,2,128,0,0,2,128,1.149928000,0.0910
144.87.238.89,<->,8.182.241.94,0,0,2,112,2,112,1.146203000,0.6802
215.158.239.50,<->,204.58.46.87,2,112,0,0,2,112,1.128636000,0.0102
204.115.77.211,<->,92.27.219.166,0,0,2,112,2,112,1.121106000,0.6484
221.102.105.64,<->,199.12.99.193,2,128,0,0,2,128,1.109178000,0.2227
56.121.60.239,<->,50.29.195.180,2,128,0,0,2,128,1.104940000,0.0398
207.172.194.99,<->,136.25.188.46,0,0,2,128,2,128,1.101263000,0.8791
97.126.0.114,<->,56.121.22.229,2,112,0,0,2,112,1.098716000,0.0003
89.183.104.179,<->,48.111.12.103,2,112,0,0,2,112,1.093294000,0.7637
100.218.114.30,<->,8.252.221.171,0,0,2,112,2,112,1.093082000,0.0854
215.158.239.56,<->,142.229.93.245,2,128,0,0,2,128,1.082750000,0.8014
205.127.108.114,<->,33.233.141.117,0,0,2,128,2,128,1.075746000,0.5812
215.158.239.48,<->,196.104.242.149,2,128,0,0,2,128,1.074507000,0.3807
215.158.239.56,<->,199.32.234.249,2,128,0,0,2,128,1.074160000,0.0258
127.176.190.243,<->,92.27.219.50,0,0,2,112,2,112,1.073695000,0.6802
215.158.239.78,<->,199.79.125.157,2,136,0,0,2,136,1.070299000,0.6443
140.71.207.94,<->,8.252.221.231,0,0,2,136,2,136,1.063220000,0.0572
204.184.76.26,<->,136.25.188.220,0,0,2,128,2,128,1.062290000,0.1600
50.224.76.235,<->,38.176.207.45,2,128,0,0,2,128,1.057295000,0.2804
144.93.201.3,<->,8.220.186.82,0,0,2,128,2,128,1.057161000,0.0707
195.70.207.64,<->,136.25.188.238,0,0,2,136,2,136,1.056429000,0.7010
215.158.239.85,<->,195.70.20.91,2,128,0,0,2,128,1.055585000,0.7060
215.158.238.252,<->,215.158.43.40,2,128,0,0,2,128,1.043546000,0.9320
210.209.251.214,<->,99.167.139.101,0,0,2,100,2,100,1.041331000,0.6649
148.184.118.184,<->,0.195.210.42,0,0,2,112,2,112,1.030081000,0.0029
50.224.75.42,<->,42.71.197.172,2,112,0,0,2,112,1.010591000,0.6281
97.53.94.59,<->,8.182.239.190,0,0,2,112,2,112,1.010435000,0.0166
17.116.39.130,<->,8.20.87.144,0,0,2,128,2,128,0.999591000,0.1836
123.156.103.111,<->,20.238.136.74,0,0,2,128,2,128,0.993009000,0.9996
215.158.239.96,<->,199.20.30.138,2,128,0,0,2,128,0.991082000,0.3566
103.230.44.251,<->,89.183.104.148,0,0,2,112,2,112,0.990165000,0.6457
92.27.219.207,<->,27.41.206.143,2,112,0,0,2,112,0.985900000,0.6783
215.158.239.56,<->,199.20.29.175,2,112,0,0,2,112,0.984669000,0.0025
215.158.239.48,<->,199.20.30.117,2,128,0,0,2,128,0.983840000,0.2995
139.193.141.139,<->,113.130.29.26,2,136,0,0,2,136,0.977001000,0.0011
215.158.239.80,<->,145.116.209.76,2,128,0,0,2,128,0.963035000,0.1748
215.158.239.85,<->,199.20.7.75,2,128,0,0,2,128,0.960864000,1.0097
215.158.239.70,<->,199.20.100.95,2,128,0,0,2,128,0.960115000,0.0005
197.113.88.116,<->,144.86.150.79,0,0,2,112,2,112,0.956722000,0.7470
92.27.27.144,<->,0.97.212.105,2,112,0,0,2,112,0.954758000,0.9451
212.164.143.185,<->,132.213.199.17,2,128,0,0,2,128,0.953585000,0.2420
192.204.151.251,<->,136.25.188.221,0,0,2,128,2,128,0.950980000,1.0000
215.158.239.49,<->,199.20.31.105,2,128,0,0,2,128,0.950771000,0.5076
215.158.239.58,<->,204.0.200.16,2,136,0,0,2,136,0.949901000,0.6223
225.120.209.61,<->,50.224.76.235,0,0,2,136,2,136,0.948243000,0.0165
215.158.239.76,<->,196.111.216.182,2,128,0,0,2,128,0.944331000,0.3603
129.224.112.252,<->,97.242.126.203,2,128,0,0,2,128,0.943557000,0.0366
215.158.239.78,<->,195.15.42.1,2,136,0,0,2,136,0.942272000,0.2796
246.108.107.211,<->,100.95.73.41,0,0,2,104,2,104,0.940568000,0.3717
207.172.141.218,<->,136.25.188.176,0,0,2,136,2,136,0.940470000,0.9400
121.252.111.148,<->,92.162.253.185,0,0,2,112,2,112,0.935295000,0.4738
121.119.162.206,<->,50.224.76.248,0,0,2,136,2,136,0.934072000,1.0440
199.69.182.51,<->,136.25.188.255,0,0,2,112,2,112,0.932621000,0.1462
204.188.51.36,<->,92.27.194.147,0,0,2,128,2,128,0.930218000,0.0000
215.158.239.56,<->,199.20.31.138,2,108,0,0,2,108,0.928258000,0.3400
17.24.139.9,<->,8.220.190.86,0,0,2,112,2,112,0.925917000,0.4715
97.230.215.131,<->,8.52.186.156,0,0,2,112,2,112,0.917333000,0.0032
128.1.13.147,<->,89.183.110.72,0,0,2,128,2,128,0.914454000,0.5857
196.247.82.39,<->,136.25.188.175,0,0,2,112,2,112,0.913823000,0.9914
144.232.205.250,<->,6.228.9.53,0,0,2,112,2,112,0.912278000,0.1841
76.179.26.127,<->,8.252.221.221,0,0,2,136,2,136,0.911699000,0.0178
246.253.253.106,<->,210.231.140.55,2,100,0,0,2,100,0.910256000,0.0732
215.158.238.186,<->,215.158.43.40,2,128,0,0,2,128,0.903777000,1.0071
204.89.70.205,<->,102.51.188.71,0,0,2,136,2,136,0.902041000,1.0279
92.181.155.55,<->,8.204.53.229,2,128,0,0,2,128,0.897515000,0.6330
125.223.91.142,<->,20.33.115.210,0,0,2,128,2,128,0.893679000,0.8304
195.7.234.210,<->,136.25.188.163,0,0,2,112,2,112,0.893186000,0.0057
195.76.114.156,<->,50.223.3.228,0,0,2,136,2,136,0.889646000,1.1071
133.54.26.241,<->,27.117.140.41,2,112,0,0,2,112,0.887712000,0.0275
8.252.222.23,<->,4.120.137.247,2,128,0,0,2,128,0.881855000,1.0492
215.158.239.84,<->,199.20.31.137,2,128,0,0,2,128,0.866203000,0.0000
66.58.105.211,<->,8.252.221.198,0,0,2,112,2,112,0.862052000,0.0109
136.91.46.115,<->,89.183.104.182,0,0,2,112,2,112,0.845286000,0.5871
142.208.234.83,<->,136.25.188.224,0,0,2,112,2,112,0.842552000,0.1954
215.158.238.186,<->,215.158.43.14,2,128,0,0,2,128,0.840425000,0.2366
204.32.174.74,<->,92.27.219.44,0,0,2,112,2,112,0.837568000,0.6757
48.17.255.133,<->,8.252.221.236,0,0,2,128,2,128,0.831160000,0.9944
